ID,Fecha,Semana,Proyecto,Modelo,Website Leads,Showroom Visits,Modelo Tipo,Separaciones,Price,Inventario restante,Ventas,Conversión Separaciones (%),Conversión Ventas (%),Inventario Disponible,Precio Promedio del Proyecto-Modelo
18/03/2024SPA-CU-8,18/03/2024,12,SPA,CU-8,0,0,Normal,0,0,0,NO,,,,
18/03/2024SPA-PRO2,18/03/2024,12,SPA,PRO2,0,0,Normal,0,0,0,NO,,,,
18/03/2024STA-AL8,18/03/2024,12,STA,AL8,24,5,Normal,5,"620,000.00",0,SI,,,,
18/03/2024STA-LI3,18/03/2024,12,STA,LI3,80,17,Normal,4,"570,000.00",0,SI,,,,
18/03/2024STA-MS-7,18/03/2024,12,STA,MS-7,0,0,Normal,0,0,0,NO,,,,
25/03/2024CBR-BR2,25/03/2024,13,CBR,BR2,0,0,Normal,0,0,0,NO,,,,
25/03/2024CBR-COR3,25/03/2024,13,CBR,COR3,35,3,Normal,0,0,0,NO,,,,
25/03/2024CBR-VIS2,25/03/2024,13,CBR,VIS2,30,4,Normal,0,0,0,NO,,,,
25/03/2024ALS-IB-3N,25/03/2024,13,ALS,IB-3N,20,0,Normal,0,0,0,NO,,,,
25/03/2024ALS-IB-6,25/03/2024,13,ALS,IB-6,26,2,Normal,2,"2,860,000.00",0,SI,,,,
25/03/2024MTA-ATT2,25/03/2024,13,MTA,ATT2,36,3,Normal,1,"3,450,000.00",0,SI,,,,
25/03/2024NOV-AMA,25/03/2024,13,NOV,AMA,20,3,Normal,2,"4,025,000.00",0,SI,,,,
25/03/2024NOV-AMD,25/03/2024,13,NOV,AMD,11,2,Normal,0,0,0,NO,,,,
25/03/2024RAL-L-TS3,25/03/2024,13,RAL,L-TS3,48,8,Normal,0,0,0,NO,,,,
25/03/2024RAL-L-VAL,25/03/2024,13,RAL,L-VAL,29,1,Normal,0,0,0,NO,,,,
25/03/2024LFA-CU-8,25/03/2024,13,LFA,CU-8,19,5,Normal,2,"1,045,000.00",0,SI,,,,
25/03/2024LFA-K7,25/03/2024,13,LFA,K7,0,0,Normal,0,0,0,NO,,,,
25/03/2024LFA-MS8,25/03/2024,13,LFA,MS8,0,0,Normal,0,0,0,NO,,,,
25/03/2024LFA-K3-7,25/03/2024,13,LFA,K3-7,36,3,Normal,2,"1,160,000.00",0,SI,,,,
25/03/2024SPA-K3-7,25/03/2024,13,SPA,K3-7,2,0,Normal,0,0,0,NO,,,,
25/03/2024SPA-K7,25/03/2024,13,SPA,K7,10,3,Normal,2,"1,350,000.00",0,SI,,,,
25/03/2024SPA-CU-8,25/03/2024,13,SPA,CU-8,0,0,Normal,0,0,0,NO,,,,
25/03/2024SPA-PRO2,25/03/2024,13,SPA,PRO2,0,0,Normal,0,0,0,NO,,,,
25/03/2024STA-AL8,25/03/2024,13,STA,AL8,9,3,Normal,2,"620,000.00",0,SI,,,,
25/03/2024STA-LI3,25/03/2024,13,STA,LI3,100,9,Normal,4,"570,000.00",0,SI,,,,
25/03/2024STA-MS-7,25/03/2024,13,STA,MS-7,0,2,Normal,0,0,0,NO,,,,
01/04/2024CBR-BR2,01/04/2024,14,CBR,BR2,0,0,Normal,0,0,0,NO,,,,
01/04/2024CBR-COR3,01/04/2024,14,CBR,COR3,10,2,Normal,0,0,0,NO,,,,
01/04/2024CBR-VIS2,01/04/2024,14,CBR,VIS2,60,5,Normal,1,"2,550,000.00",0,SI,,,,
01/04/2024ALS-IB-3N,01/04/2024,14,ALS,IB-3N,20,2,Normal,0,0,0,NO,,,,
01/04/2024ALS-IB-6,01/04/2024,14,ALS,IB-6,22,8,Normal,0,0,0,NO,,,,
01/04/2024MTA-ATT2,01/04/2024,14,MTA,ATT2,71,1,Normal,1,"3,450,000.00",0,SI,,,,
01/04/2024NOV-AMA,01/04/2024,14,NOV,AMA,7,2,Normal,1,"4,025,000.00",0,SI,,,,
01/04/2024NOV-AMD,01/04/2024,14,NOV,AMD,25,2,Normal,0,0,0,NO,,,,
01/04/2024RAL-L-TS3,01/04/2024,14,RAL,L-TS3,51,7,Normal,0,0,0,NO,,,,
01/04/2024RAL-L-VAL,01/04/2024,14,RAL,L-VAL,30,1,Normal,0,0,0,NO,,,,
01/04/2024LFA-CU-8,01/04/2024,14,LFA,CU-8,11,6,Normal,5,"1,045,000.00",0,SI,,,,
01/04/2024LFA-K7,01/04/2024,14,LFA,K7,0,0,Normal,0,0,0,NO,,,,
01/04/2024LFA-MS8,01/04/2024,14,LFA,MS8,1,3,Normal,0,0,0,NO,,,,
01/04/2024LFA-K3-7,01/04/2024,14,LFA,K3-7,33,2,Normal,3,"1,160,000.00",0,SI,,,,
01/04/2024SPA-K3-7,01/04/2024,14,SPA,K3-7,2,4,Normal,1,"1,235,000.00",0,SI,,,,
01/04/2024SPA-K7,01/04/2024,14,SPA,K7,2,0,Normal,1,"1,350,000.00",0,SI,,,,
01/04/2024SPA-CU-8,01/04/2024,14,SPA,CU-8,0,0,Normal,0,0,0,NO,,,,
01/04/2024SPA-PRO2,01/04/2024,14,SPA,PRO2,0,0,Normal,0,0,0,NO,,,,
01/04/2024STA-AL8,01/04/2024,14,STA,AL8,17,6,Normal,3,"620,000.00",0,SI,,,,
01/04/2024STA-LI3,01/04/2024,14,STA,LI3,123,16,Normal,4,"570,000.00",0,SI,,,,
01/04/2024STA-MS-7,01/04/2024,14,STA,MS-7,7,1,Normal,0,0,0,NO,,,,
08/04/2024CBR-BR2,08/04/2024,15,CBR,BR2,0,0,Normal,0,0,0,NO,,,,
08/04/2024CBR-COR3,08/04/2024,15,CBR,COR3,35,2,Normal,0,0,0,NO,,,,
08/04/2024CBR-VIS2,08/04/2024,15,CBR,VIS2,30,2,Normal,0,0,0,NO,,,,
08/04/2024ALS-IB-3N,08/04/2024,15,ALS,IB-3N,30,1,Normal,0,0,0,NO,,,,
08/04/2024ALS-IB-6,08/04/2024,15,ALS,IB-6,32,3,Normal,1,"2,860,000.00",0,SI,,,,
08/04/2024MTA-ATT2,08/04/2024,15,MTA,ATT2,67,3,Normal,0,0,0,NO,,,,
08/04/2024NOV-AMA,08/04/2024,15,NOV,AMA,4,7,Normal,0,0,0,NO,,,,
08/04/2024NOV-AMD,08/04/2024,15,NOV,AMD,24,1,Normal,0,0,0,NO,,,,
08/04/2024RAL-L-TS3,08/04/2024,15,RAL,L-TS3,47,5,Normal,2,"1,550,000.00",0,SI,,,,
08/04/2024RAL-L-VAL,08/04/2024,15,RAL,L-VAL,43,3,Normal,0,0,0,NO,,,,
08/04/2024LFA-CU-8,08/04/2024,15,LFA,CU-8,23,7,Normal,0,0,0,NO,,,,
08/04/2024LFA-K7,08/04/2024,15,LFA,K7,0,0,Normal,0,0,0,NO,,,,
08/04/2024LFA-MS8,08/04/2024,15,LFA,MS8,0,0,Normal,0,0,0,NO,,,,
08/04/2024LFA-K3-7,08/04/2024,15,LFA,K3-7,37,4,Normal,2,"1,060,000.00",0,SI,,,,
08/04/2024SPA-K3-7,08/04/2024,15,SPA,K3-7,8,4,Normal,2,"1,235,000.00",0,SI,,,,
08/04/2024SPA-K7,08/04/2024,15,SPA,K7,10,6,Normal,2,"1,350,000.00",0,SI,,,,
08/04/2024SPA-CU-8,08/04/2024,15,SPA,CU-8,0,0,Normal,0,0,0,NO,,,,
08/04/2024SPA-PRO2,08/04/2024,15,SPA,PRO2,0,0,Normal,0,0,0,NO,,,,
08/04/2024STA-AL8,08/04/2024,15,STA,AL8,19,5,Normal,0,0,0,NO,,,,
08/04/2024STA-LI3,08/04/2024,15,STA,LI3,120,20,Normal,10,"570,000.00",0,SI,,,,
08/04/2024STA-MS-7,08/04/2024,15,STA,MS-7,0,0,Normal,0,0,0,NO,,,,
15/04/2024CBR-BR2,15/04/2024,16,CBR,BR2,0,0,Normal,0,0,0,NO,,,,
15/04/2024CBR-COR3,15/04/2024,16,CBR,COR3,7,1,Normal,3,"2,500,000.00",0,SI,,,,
15/04/2024CBR-VIS2,15/04/2024,16,CBR,VIS2,45,5,Normal,3,"2,550,000.00",0,SI,,,,
15/04/2024ALS-IB-3N,15/04/2024,16,ALS,IB-3N,15,0,Normal,0,0,0,NO,,,,
15/04/2024ALS-IB-6,15/04/2024,16,ALS,IB-6,20,6,Normal,1,"2,910,000.00",0,SI,,,,
15/04/2024MTA-ATT2,15/04/2024,16,MTA,ATT2,56,4,Normal,1,"3,450,000.00",0,SI,,,,
15/04/2024NOV-AMA,15/04/2024,16,NOV,AMA,14,4,Normal,1,"4,025,000.00",0,SI,,,,
15/04/2024NOV-AMD,15/04/2024,16,NOV,AMD,14,2,Normal,0,0,0,NO,,,,
15/04/2024RAL-L-TS3,15/04/2024,16,RAL,L-TS3,39,5,Normal,1,"1,550,000.00",0,SI,,,,
15/04/2024RAL-L-VAL,15/04/2024,16,RAL,L-VAL,17,3,Normal,0,0,0,NO,,,,
15/04/2024LFA-CU-8,15/04/2024,16,LFA,CU-8,16,4,Normal,4,"1,060,000.00",0,SI,,,,
15/04/2024LFA-K7,15/04/2024,16,LFA,K7,0,0,Normal,0,0,0,NO,,,,
15/04/2024LFA-MS8,15/04/2024,16,LFA,MS8,0,0,Normal,0,0,0,NO,,,,
15/04/2024LFA-K3-7,15/04/2024,16,LFA,K3-7,35,2,Normal,0,0,0,NO,,,,
15/04/2024SPA-K3-7,15/04/2024,16,SPA,K3-7,47,10,Normal,3,"1,235,000.00",0,SI,,,,
15/04/2024SPA-K7,15/04/2024,16,SPA,K7,10,1,Normal,1,"1,350,000.00",0,SI,,,,
15/04/2024SPA-CU-8,15/04/2024,16,SPA,CU-8,0,0,Normal,0,0,0,NO,,,,
15/04/2024SPA-PRO2,15/04/2024,16,SPA,PRO2,0,0,Normal,0,0,0,NO,,,,
15/04/2024STA-AL8,15/04/2024,16,STA,AL8,14,5,Normal,0,0,0,NO,,,,
15/04/2024STA-LI3,15/04/2024,16,STA,LI3,101,11,Normal,6,"570,000.00",0,SI,,,,
15/04/2024STA-MS-7,15/04/2024,16,STA,MS-7,0,0,Normal,0,0,0,NO,,,,
22/04/2024CBR-BR2,22/04/2024,17,CBR,BR2,0,0,Normal,0,0,0,NO,,,,
22/04/2024CBR-COR3,22/04/2024,17,CBR,COR3,40,3,Normal,1,"2,550,000.00",0,SI,,,,
22/04/2024CBR-VIS2,22/04/2024,17,CBR,VIS2,20,2,Normal,0,0,0,NO,,,,
22/04/2024ALS-IB-3N,22/04/2024,17,ALS,IB-3N,10,0,Normal,0,0,0,NO,,,,
22/04/2024ALS-IB-6,22/04/2024,17,ALS,IB-6,18,2,Normal,1,"2,910,000.00",0,SI,,,,
22/04/2024MTA-ATT2,22/04/2024,17,MTA,ATT2,75,0,Normal,1,"3,450,000.00",0,SI,,,,
22/04/2024NOV-AMA,22/04/2024,17,NOV,AMA,12,3,Normal,0,0,0,NO,,,,
22/04/2024NOV-AMD,22/04/2024,17,NOV,AMD,12,5,Normal,1,"4,160,000.00",0,SI,,,,
22/04/2024RAL-L-TS3,22/04/2024,17,RAL,L-TS3,49,4,Normal,0,0,0,NO,,,,
22/04/2024RAL-L-VAL,22/04/2024,17,RAL,L-VAL,25,2,Normal,0,0,0,NO,,,,
22/04/2024LFA-CU-8,22/04/2024,17,LFA,CU-8,54,14,Normal,3,"1,060,000.00",0,SI,,,,
22/04/2024LFA-K7,22/04/2024,17,LFA,K7,0,0,Normal,0,0,0,NO,,,,
22/04/2024LFA-MS8,22/04/2024,17,LFA,MS8,0,0,Normal,0,0,0,NO,,,,
22/04/2024LFA-K3-7,22/04/2024,17,LFA,K3-7,9,2,Normal,4,"1,180,000.00",0,SI,,,,
22/04/2024SPA-K3-7,22/04/2024,17,SPA,K3-7,27,11,Normal,5,"1,235,000.00",0,SI,,,,
22/04/2024SPA-K7,22/04/2024,17,SPA,K7,22,4,Normal,3,"1,350,000.00",0,SI,,,,
22/04/2024SPA-CU-8,22/04/2024,17,SPA,CU-8,3,0,Normal,0,0,0,NO,,,,
22/04/2024SPA-PRO2,22/04/2024,17,SPA,PRO2,0,0,Normal,0,0,0,NO,,,,
22/04/2024STA-AL8,22/04/2024,17,STA,AL8,53,6,Normal,1,"620,000.00",0,SI,,,,
22/04/2024STA-LI3,22/04/2024,17,STA,LI3,46,13,Normal,6,"570,000.00",0,SI,,,,
22/04/2024STA-MS-7,22/04/2024,17,STA,MS-7,0,0,Normal,0,0,0,NO,,,,
29/04/2024CBR-BR2,29/04/2024,18,CBR,BR2,0,0,Normal,0,0,0,NO,,,,
29/04/2024CBR-COR3,29/04/2024,18,CBR,COR3,6,0,Normal,0,0,0,NO,,,,
29/04/2024CBR-VIS2,29/04/2024,18,CBR,VIS2,42,4,Normal,0,0,0,NO,,,,
29/04/2024ALS-IB-3N,29/04/2024,18,ALS,IB-3N,10,1,Normal,0,0,0,NO,,,,
29/04/2024ALS-IB-6,29/04/2024,18,ALS,IB-6,16,2,Normal,0,0,0,NO,,,,
29/04/2024MTA-ATT2,29/04/2024,18,MTA,ATT2,64,7,Normal,5,"3,450,000.00",0,SI,,,,
29/04/2024NOV-AMA,29/04/2024,18,NOV,AMA,4,4,Normal,2,"4,025,000.00",0,SI,,,,
29/04/2024NOV-AMD,29/04/2024,18,NOV,AMD,21,3,Normal,1,"4,160,000.00",0,SI,,,,
29/04/2024RAL-L-TS3,29/04/2024,18,RAL,L-TS3,60,8,Normal,2,"1,550,000.00",0,SI,,,,
29/04/2024RAL-L-VAL,29/04/2024,18,RAL,L-VAL,32,2,Normal,0,0,0,NO,,,,
29/04/2024LFA-CU-8,29/04/2024,18,LFA,CU-8,46,15,Normal,3,"1,080,000.00",0,SI,,,,
29/04/2024LFA-K7,29/04/2024,18,LFA,K7,0,0,Normal,0,0,0,NO,,,,
29/04/2024LFA-MS8,29/04/2024,18,LFA,MS8,0,0,Normal,0,0,0,NO,,,,
29/04/2024LFA-K3-7,29/04/2024,18,LFA,K3-7,11,3,Normal,3,"1,200,000.00",0,SI,,,,
29/04/2024SPA-K3-7,29/04/2024,18,SPA,K3-7,50,8,Normal,6,"1,235,000.00",0,SI,,,,
29/04/2024SPA-K7,29/04/2024,18,SPA,K7,4,1,Normal,0,0,0,NO,,,,
29/04/2024SPA-CU-8,29/04/2024,18,SPA,CU-8,0,0,Normal,0,0,0,NO,,,,
29/04/2024SPA-PRO2,29/04/2024,18,SPA,PRO2,0,0,Normal,0,0,0,NO,,,,
29/04/2024STA-AL8,29/04/2024,18,STA,AL8,48,9,Normal,0,0,0,NO,,,,
29/04/2024STA-LI3,29/04/2024,18,STA,LI3,112,20,Normal,10,"570,000.00",0,SI,,,,
29/04/2024STA-MS-7,29/04/2024,18,STA,MS-7,0,3,Normal,0,0,0,NO,,,,
06/05/2024CBR-BR2,06/05/2024,19,CBR,BR2,0,1,Normal,1,"2,805,000.00",0,SI,,,,
06/05/2024CBR-COR3,06/05/2024,19,CBR,COR3,8,1,Normal,0,0,0,NO,,,,
06/05/2024CBR-VIS2,06/05/2024,19,CBR,VIS2,40,4,Normal,0,0,0,NO,,,,
06/05/2024ALS-IB-3N,06/05/2024,19,ALS,IB-3N,10,0,Normal,0,0,0,NO,,,,
06/05/2024ALS-IB-6,06/05/2024,19,ALS,IB-6,10,2,Normal,2,"2,910,000.00",0,SI,,,,
06/05/2024MTA-ATT2,06/05/2024,19,MTA,ATT2,38,2,Normal,0,0,0,NO,,,,
06/05/2024NOV-AMA,06/05/2024,19,NOV,AMA,2,3,Normal,0,0,0,NO,,,,
06/05/2024NOV-AMD,06/05/2024,19,NOV,AMD,17,5,Normal,0,0,0,NO,,,,
06/05/2024RAL-L-TS3,06/05/2024,19,RAL,L-TS3,37,11,Normal,2,"1,550,000.00",0,SI,,,,
06/05/2024RAL-L-VAL,06/05/2024,19,RAL,L-VAL,4,1,Normal,0,0,0,NO,,,,
06/05/2024LFA-CU-8,06/05/2024,19,LFA,CU-8,39,6,Normal,3,"1,080,000.00",0,SI,,,,
06/05/2024LFA-K7,06/05/2024,19,LFA,K7,0,0,Normal,0,0,0,NO,,,,
06/05/2024LFA-MS8,06/05/2024,19,LFA,MS8,0,0,Normal,0,0,0,NO,,,,
06/05/2024LFA-K3-7,06/05/2024,19,LFA,K3-7,37,2,Normal,0,0,0,NO,,,,
06/05/2024SPA-K3-7,06/05/2024,19,SPA,K3-7,33,5,Normal,5,"1,235,000.00",0,SI,,,,
06/05/2024SPA-K7,06/05/2024,19,SPA,K7,12,2,Normal,0,0,0,NO,,,,
06/05/2024SPA-CU-8,06/05/2024,19,SPA,CU-8,0,0,Normal,0,0,0,NO,,,,
06/05/2024SPA-PRO2,06/05/2024,19,SPA,PRO2,4,1,Normal,0,0,0,NO,,,,
06/05/2024STA-AL8,06/05/2024,19,STA,AL8,27,7,Normal,1,"620,000.00",0,SI,,,,
06/05/2024STA-LI3,06/05/2024,19,STA,LI3,107,15,Normal,2,"570,000.00",0,SI,,,,
06/05/2024STA-MS-7,06/05/2024,19,STA,MS-7,0,0,Normal,0,0,0,NO,,,,
13/05/2024CBR-BR2,13/05/2024,20,CBR,BR2,0,0,Normal,0,0,0,NO,,,,
13/05/2024CBR-COR3,13/05/2024,20,CBR,COR3,14,2,Normal,2,"2,550,000.00",0,SI,,,,
13/05/2024CBR-VIS2,13/05/2024,20,CBR,VIS2,37,5,Normal,1,"2,600,000.00",0,SI,,,,
13/05/2024ALS-IB-3N,13/05/2024,20,ALS,IB-3N,10,2,Normal,0,"3,250,000.00",0,NO,,,,
13/05/2024ALS-IB-6,13/05/2024,20,ALS,IB-6,13,1,Normal,0,"2,910,000.00",0,NO,,,,
13/05/2024MTA-ATT2,13/05/2024,20,MTA,ATT2,56,1,Normal,1,"3,450,000.00",0,SI,,,,
13/05/2024NOV-AMA,13/05/2024,20,NOV,AMA,5,8,Normal,3,"4,025,000.00",0,SI,,,,
13/05/2024NOV-AMD,13/05/2024,20,NOV,AMD,20,3,Normal,1,"4,160,000.00",0,SI,,,,
13/05/2024RAL-L-TS3,13/05/2024,20,RAL,L-TS3,40,2,Normal,0,0,0,NO,,,,
13/05/2024RAL-L-VAL,13/05/2024,20,RAL,L-VAL,4,2,Normal,0,0,0,NO,,,,
13/05/2024LFA-CU-8,13/05/2024,20,LFA,CU-8,18,7,Normal,2,"1,080,000.00",0,SI,,,,
13/05/2024LFA-K7,13/05/2024,20,LFA,K7,0,0,Normal,0,0,0,NO,,,,
13/05/2024LFA-MS8,13/05/2024,20,LFA,MS8,0,1,Normal,0,0,0,NO,,,,
13/05/2024LFA-K3-7,13/05/2024,20,LFA,K3-7,33,0,Normal,3,"1,200,000.00",0,SI,,,,
13/05/2024SPA-K3-7,13/05/2024,20,SPA,K3-7,33,3,Normal,3,"1,235,000.00",0,SI,,,,
13/05/2024SPA-K7,13/05/2024,20,SPA,K7,12,1,Normal,0,0,0,NO,,,,
13/05/2024SPA-CU-8,13/05/2024,20,SPA,CU-8,12,1,Normal,0,0,0,NO,,,,
13/05/2024SPA-PRO2,13/05/2024,20,SPA,PRO2,0,0,Normal,0,0,0,NO,,,,
13/05/2024STA-AL8,13/05/2024,20,STA,AL8,32,6,Normal,0,0,0,NO,,,,
13/05/2024STA-LI3,13/05/2024,20,STA,LI3,102,13,Normal,14,"570,000.00",0,SI,,,,
13/05/2024STA-MS-7,13/05/2024,20,STA,MS-7,0,1,Normal,0,0,0,NO,,,,
20/05/2024CBR-BR2,20/05/2024,21,CBR,BR2,0,0,Normal,0,0,0,NO,,,,
20/05/2024CBR-COR3,20/05/2024,21,CBR,COR3,8,3,Normal,0,0,0,NO,,,,
20/05/2024CBR-VIS2,20/05/2024,21,CBR,VIS2,24,3,Normal,1,"2,640,000.00",0,SI,,,,
20/05/2024ALS-IB-3N,20/05/2024,21,ALS,IB-3N,15,0,Normal,0,0,0,NO,,,,
20/05/2024ALS-IB-6,20/05/2024,21,ALS,IB-6,16,7,Normal,0,0,0,NO,,,,
20/05/2024MTA-ATT2,20/05/2024,21,MTA,ATT2,63,4,Normal,2,"3,450,000.00",0,SI,,,,
20/05/2024NOV-AMA,20/05/2024,21,NOV,AMA,4,3,Normal,2,"4,025,000.00",0,SI,,,,
20/05/2024NOV-AMD,20/05/2024,21,NOV,AMD,19,1,Normal,0,0,0,NO,,,,
20/05/2024RAL-L-TS3,20/05/2024,21,RAL,L-TS3,38,4,Normal,2,"1,565,000.00",0,SI,,,,
20/05/2024RAL-L-VAL,20/05/2024,21,RAL,L-VAL,3,2,Normal,0,0,0,NO,,,,
20/05/2024LFA-CU-8,20/05/2024,21,LFA,CU-8,15,10,Normal,2,"1,080,000.00",0,SI,,,,
20/05/2024LFA-K7,20/05/2024,21,LFA,K7,0,0,Normal,0,0,0,NO,,,,
20/05/2024LFA-MS8,20/05/2024,21,LFA,MS8,0,0,Normal,0,0,0,NO,,,,
20/05/2024LFA-K3-7,20/05/2024,21,LFA,K3-7,39,2,Normal,2,"1,200,000.00",0,SI,,,,
20/05/2024SPA-K3-7,20/05/2024,21,SPA,K3-7,33,3,Normal,1,"1,235,000.00",0,SI,,,,
20/05/2024SPA-K7,20/05/2024,21,SPA,K7,9,0,Normal,0,0,0,NO,,,,
20/05/2024SPA-CU-8,20/05/2024,21,SPA,CU-8,0,0,Normal,0,0,0,NO,,,,
20/05/2024SPA-PRO2,20/05/2024,21,SPA,PRO2,0,0,Normal,0,0,0,NO,,,,
20/05/2024STA-AL8,20/05/2024,21,STA,AL8,23,6,Normal,1,"630,000.00",0,SI,,,,
20/05/2024STA-LI3,20/05/2024,21,STA,LI3,94,11,Normal,4,"570,000.00",0,SI,,,,
20/05/2024STA-MS-7,20/05/2024,21,STA,MS-7,0,0,Normal,0,0,0,NO,,,,
27/05/2024CBR-BR2,27/05/2024,22,CBR,BR2,0,0,Normal,0,0,0,NO,,,,
27/05/2024CBR-COR3,27/05/2024,22,CBR,COR3,35,0,Normal,0,0,0,NO,,,,
27/05/2024CBR-VIS2,27/05/2024,22,CBR,VIS2,10,0,Normal,1,"2,640,000.00",0,SI,,,,
27/05/2024ALS-IB-3N,27/05/2024,22,ALS,IB-3N,10,1,Normal,0,0,0,NO,,,,
27/05/2024ALS-IB-6,27/05/2024,22,ALS,IB-6,17,2,Normal,1,"2,910,000.00",0,SI,,,,
27/05/2024MTA-ATT2,27/05/2024,22,MTA,ATT2,61,6,Normal,6,"3,450,000.00",0,SI,,,,
27/05/2024NOV-AMA,27/05/2024,22,NOV,AMA,10,1,Normal,1,"4,025,000.00",0,SI,,,,
27/05/2024NOV-AMD,27/05/2024,22,NOV,AMD,7,5,Normal,0,0,0,NO,,,,
27/05/2024RAL-L-TS3,27/05/2024,22,RAL,L-TS3,27,5,Normal,2,"1,565,000.00",0,SI,,,,
27/05/2024RAL-L-VAL,27/05/2024,22,RAL,L-VAL,7,0,Normal,0,0,0,NO,,,,
27/05/2024LFA-CU-8,27/05/2024,22,LFA,CU-8,31,8,Normal,6,"1,080,000.00",0,SI,,,,
27/05/2024LFA-K7,27/05/2024,22,LFA,K7,0,0,Normal,0,0,0,NO,,,,
27/05/2024LFA-MS8,27/05/2024,22,LFA,MS8,0,2,Normal,0,0,0,NO,,,,
27/05/2024LFA-K3-7,27/05/2024,22,LFA,K3-7,12,7,Normal,2,"1,200,000.00",0,SI,,,,
27/05/2024SPA-K3-7,27/05/2024,22,SPA,K3-7,27,6,Normal,4,"1,235,000.00",0,SI,,,,
27/05/2024SPA-K7,27/05/2024,22,SPA,K7,6,0,Normal,1,"1,530,000.00",0,SI,,,,
27/05/2024SPA-CU-8,27/05/2024,22,SPA,CU-8,0,1,Normal,0,0,0,NO,,,,
27/05/2024SPA-PRO2,27/05/2024,22,SPA,PRO2,0,0,Normal,0,0,0,NO,,,,
27/05/2024STA-AL8,27/05/2024,22,STA,AL8,58,1,Normal,0,0,0,NO,,,,
27/05/2024STA-LI3,27/05/2024,22,STA,LI3,22,13,Normal,5,"570,000.00",0,SI,,,,
27/05/2024STA-MS-7,27/05/2024,22,STA,MS-7,0,0,Normal,0,0,0,NO,,,,
03/06/2024CBR-BR2,03/06/2024,23,CBR,BR2,0,0,Normal,0,0,0,NO,,,,
03/06/2024CBR-COR3,03/06/2024,23,CBR,COR3,6,1,Normal,0,0,0,NO,,,,
03/06/2024CBR-VIS2,03/06/2024,23,CBR,VIS2,35,1,Normal,1,"2,640,000.00",0,SI,,,,
03/06/2024ALS-IB-3N,03/06/2024,23,ALS,IB-3N,10,0,Normal,0,0,0,NO,,,,
03/06/2024ALS-IB-6,03/06/2024,23,ALS,IB-6,19,1,Normal,0,0,0,NO,,,,
03/06/2024MTA-ATT2,03/06/2024,23,MTA,ATT2,57,4,Normal,1,"3,475,000.00",0,SI,,,,
03/06/2024NOV-AMA,03/06/2024,23,NOV,AMA,3,3,Normal,1,"4,035,000.00",0,SI,,,,
03/06/2024NOV-AMD,03/06/2024,23,NOV,AMD,0,6,Normal,2,"4,165,000.00",0,SI,,,,
03/06/2024RAL-L-TS3,03/06/2024,23,RAL,L-TS3,37,4,Normal,1,"1,565,000.00",0,SI,,,,
03/06/2024RAL-L-VAL,03/06/2024,23,RAL,L-VAL,5,0,Normal,0,0,0,NO,,,,
03/06/2024LFA-CU-8,03/06/2024,23,LFA,CU-8,30,14,Normal,3,"1,080,000.00",0,SI,,,,
03/06/2024LFA-K7,03/06/2024,23,LFA,K7,0,0,Normal,0,0,0,NO,,,,
03/06/2024LFA-MS8,03/06/2024,23,LFA,MS8,0,0,Normal,0,0,0,NO,,,,
03/06/2024LFA-K3-7,03/06/2024,23,LFA,K3-7,6,5,Normal,2,"1,200,000.00",0,SI,,,,
03/06/2024SPA-K3-7,03/06/2024,23,SPA,K3-7,17,7,Normal,4,"1,235,000.00",0,SI,,,,
03/06/2024SPA-K7,03/06/2024,23,SPA,K7,4,0,Normal,0,0,0,NO,,,,
03/06/2024SPA-CU-8,03/06/2024,23,SPA,CU-8,0,0,Normal,0,0,0,NO,,,,
03/06/2024SPA-PRO2,03/06/2024,23,SPA,PRO2,0,0,Normal,0,0,0,NO,,,,
03/06/2024STA-AL8,03/06/2024,23,STA,AL8,40,5,Normal,3,"630,000.00",0,SI,,,,
03/06/2024STA-LI3,03/06/2024,23,STA,LI3,16,15,Normal,6,"570,000.00",0,SI,,,,
03/06/2024STA-MS-7,03/06/2024,23,STA,MS-7,0,0,Normal,0,0,0,NO,,,,
10/06/2024CBR-BR2,10/06/2024,24,CBR,BR2,0,0,Normal,0,0,0,NO,,,,
10/06/2024CBR-COR3,10/06/2024,24,CBR,COR3,10,1,Normal,0,0,0,NO,,,,
10/06/2024CBR-VIS2,10/06/2024,24,CBR,VIS2,21,0,Normal,0,0,0,NO,,,,
10/06/2024ALS-IB-3N,10/06/2024,24,ALS,IB-3N,10,1,Normal,0,0,0,NO,,,,
10/06/2024ALS-IB-6,10/06/2024,24,ALS,IB-6,12,2,Normal,1,"2,910,000.00",0,SI,,,,
10/06/2024MTA-ATT2,10/06/2024,24,MTA,ATT2,66,2,Normal,2,"3,475,000.00",0,SI,,,,
10/06/2024NOV-AMA,10/06/2024,24,NOV,AMA,20,1,Normal,0,0,0,NO,,,,
10/06/2024NOV-AMD,10/06/2024,24,NOV,AMD,8,3,Normal,0,0,0,NO,,,,
10/06/2024RAL-L-TS3,10/06/2024,24,RAL,L-TS3,50,6,Normal,1,"1,565,000.00",0,SI,,,,
10/06/2024RAL-L-VAL,10/06/2024,24,RAL,L-VAL,6,0,Normal,0,0,0,NO,,,,
10/06/2024LFA-CU-8,10/06/2024,24,LFA,CU-8,35,16,Normal,5,"1,080,000.00",0,SI,,,,
10/06/2024LFA-K7,10/06/2024,24,LFA,K7,0,0,Normal,2,"1,350,000.00",0,SI,,,,
