ID,Fecha,Semana,Proyecto,Modelo,Website Leads,Showroom Visits,Modelo Tipo,Separaciones,Price,Inventario restante,Ventas,Conversión Separaciones (%),Conversión Ventas (%),Inventario Disponible,Precio Promedio del Proyecto-Modelo
06/01/2025ALS-IB-3N,06/01/2025,2,ALS,IB-3N,20,1,Normal,1,"3,530,000.00",16,SI,,,,
06/01/2025ALS-IB-6,06/01/2025,2,ALS,IB-6,27,4,Normal,1,"2,930,000.00",63,SI,,,,
06/01/2025MTA-ATT2,06/01/2025,2,MTA,ATT2,62,4,Normal,0,0,52,NO,,,,
06/01/2025NOV-AMA,06/01/2025,2,NOV,AMA,20,3,Normal,0,0,2,NO,,,,
06/01/2025NOV-AMD,06/01/2025,2,NOV,AMD,15,1,Normal,0,0,1,NO,,,,
06/01/2025RAL-L-TS3,06/01/2025,2,RAL,L-TS3,0,0,Normal,0,0,0,NO,,,,
06/01/2025RAL-L-VAL,06/01/2025,2,RAL,L-VAL,0,0,Normal,0,0,0,NO,,,,
06/01/2025LFA-CU-8,06/01/2025,2,LFA,CU-8,25,11,Normal,5,"1,175,000.00",23,SI,,,,
06/01/2025LFA-K7,06/01/2025,2,LFA,K7,9,4,Normal,1,"1,390,000.00",2,SI,,,,
06/01/2025LFA-MS8,06/01/2025,2,LFA,MS8,0,0,Normal,0,0,0,NO,,,,
06/01/2025LFA-K3-7,06/01/2025,2,LFA,K3-7,25,5,Normal,5,"1,257,000.00",5,SI,,,,
06/01/2025SPA-K3-7,06/01/2025,2,SPA,K3-7,40,7,Normal,2,"1,285,000.00",65,SI,,,,
06/01/2025SPA-K7,06/01/2025,2,SPA,K7,17,1,Normal,0,0,30,NO,,,,
06/01/2025SPA-CU-8,06/01/2025,2,SPA,CU-8,0,0,Normal,0,0,0,NO,,,,
06/01/2025SPA-PRO2,06/01/2025,2,SPA,PRO2,30,0,Normal,0,0,11,NO,,,,
06/01/2025STA-AL8,06/01/2025,2,STA,AL8,0,0,Normal,0,0,38,NO,,,,
06/01/2025STA-LI3,06/01/2025,2,STA,LI3,10,0,Normal,0,0,63,NO,,,,
06/01/2025STA-MS-7,06/01/2025,2,STA,MS-7,0,0,Normal,0,0,0,NO,,,,
13/01/2025CBR-BR2,13/01/2025,3,CBR,BR2,25,3,Normal,3,"3,060,000.00",12,SI,,,,
13/01/2025CBR-COR3,13/01/2025,3,CBR,COR3,11,3,Normal,3,"2,860,000.00",16,SI,,,,
13/01/2025CBR-VIS2,13/01/2025,3,CBR,VIS2,25,0,Normal,1,"2,865,000.00",40,SI,,,,
13/01/2025ALS-IB-3N,13/01/2025,3,ALS,IB-3N,25,1,Normal,0,0,16,NO,,,,
13/01/2025ALS-IB-6,13/01/2025,3,ALS,IB-6,30,3,Normal,0,0,63,NO,,,,
13/01/2025MTA-ATT2,13/01/2025,3,MTA,ATT2,56,2,Normal,1,"3,735,000.00",52,SI,,,,
13/01/2025NOV-AMA,13/01/2025,3,NOV,AMA,6,2,Normal,0,0,2,NO,,,,
13/01/2025NOV-AMD,13/01/2025,3,NOV,AMD,7,0,Normal,0,0,1,NO,,,,
13/01/2025RAL-L-TS3,13/01/2025,3,RAL,L-TS3,1,0,Normal,0,0,0,NO,,,,
13/01/2025RAL-L-VAL,13/01/2025,3,RAL,L-VAL,0,0,Normal,0,0,0,NO,,,,
13/01/2025LFA-CU-8,13/01/2025,3,LFA,CU-8,25,8,Normal,3,"1,175,000.00",21,SI,,,,
13/01/2025LFA-K7,13/01/2025,3,LFA,K7,11,1,Normal,1,"1,390,000.00",1,SI,,,,
13/01/2025LFA-MS8,13/01/2025,3,LFA,MS8,0,0,Normal,0,0,0,NO,,,,
13/01/2025LFA-K3-7,13/01/2025,3,LFA,K3-7,20,3,Normal,4,"1,277,000.00",1,SI,,,,
13/01/2025SPA-K3-7,13/01/2025,3,SPA,K3-7,70,15,Normal,7,"1,285,000.00",60,SI,,,,
13/01/2025SPA-K7,13/01/2025,3,SPA,K7,10,1,Normal,0,0,29,NO,,,,
13/01/2025SPA-CU-8,13/01/2025,3,SPA,CU-8,0,0,Normal,0,0,0,NO,,,,
13/01/2025SPA-PRO2,13/01/2025,3,SPA,PRO2,23,0,Normal,0,0,11,NO,,,,
13/01/2025STA-AL8,13/01/2025,3,STA,AL8,0,0,Normal,0,0,35,NO,,,,
13/01/2025STA-LI3,13/01/2025,3,STA,LI3,15,0,Normal,0,0,63,NO,,,,
13/01/2025STA-MS-7,13/01/2025,3,STA,MS-7,0,0,Normal,0,0,0,NO,,,,
20/01/2025CBR-BR2,20/01/2025,4,CBR,BR2,20,0,Normal,0,0,12,NO,,,,
20/01/2025CBR-COR3,20/01/2025,4,CBR,COR3,12,3,Normal,1,"2,860,000.00",16,SI,,,,
20/01/2025CBR-VIS2,20/01/2025,4,CBR,VIS2,30,2,Normal,1,"2,865,000.00",39,SI,,,,
20/01/2025ALS-IB-3N,20/01/2025,4,ALS,IB-3N,25,1,Normal,0,0,16,NO,,,,
20/01/2025ALS-IB-6,20/01/2025,4,ALS,IB-6,27,2,Normal,1,"3,010,000.00",63,SI,,,,
20/01/2025MTA-ATT2,20/01/2025,4,MTA,ATT2,76,2,Normal,1,"3,735,000.00",52,SI,,,,
20/01/2025NOV-AMA,20/01/2025,4,NOV,AMA,3,1,Normal,1,"4,240,000.00",2,SI,,,,
20/01/2025NOV-AMD,20/01/2025,4,NOV,AMD,3,0,Normal,0,0,1,NO,,,,
20/01/2025RAL-L-TS3,20/01/2025,4,RAL,L-TS3,1,0,Normal,0,0,0,NO,,,,
20/01/2025RAL-L-VAL,20/01/2025,4,RAL,L-VAL,0,0,Normal,0,0,0,NO,,,,
20/01/2025LFA-CU-8,20/01/2025,4,LFA,CU-8,30,8,Normal,3,"1,175,000.00",21,SI,,,,
20/01/2025LFA-K7,20/01/2025,4,LFA,K7,4,0,Normal,0,0,2,NO,,,,
20/01/2025LFA-MS8,20/01/2025,4,LFA,MS8,0,0,Normal,0,0,0,NO,,,,
20/01/2025LFA-K3-7,20/01/2025,4,LFA,K3-7,25,6,Normal,1,"1,277,000.00",3,SI,,,,
20/01/2025SPA-K3-7,20/01/2025,4,SPA,K3-7,45,12,Normal,9,"1,325,000.00",49,SI,,,,
20/01/2025SPA-K7,20/01/2025,4,SPA,K7,55,0,Normal,0,0,29,NO,,,,
20/01/2025SPA-CU-8,20/01/2025,4,SPA,CU-8,0,0,Normal,0,0,0,NO,,,,
20/01/2025SPA-PRO2,20/01/2025,4,SPA,PRO2,17,0,Normal,0,0,11,NO,,,,
20/01/2025STA-AL8,20/01/2025,4,STA,AL8,0,0,Normal,0,0,35,NO,,,,
20/01/2025STA-LI3,20/01/2025,4,STA,LI3,7,0,Normal,0,0,63,NO,,,,
20/01/2025STA-MS-7,20/01/2025,4,STA,MS-7,0,0,Normal,0,0,0,NO,,,,
27/01/2025CBR-BR2,27/01/2025,5,CBR,BR2,20,0,Normal,0,0,13,NO,,,,
27/01/2025CBR-COR3,27/01/2025,5,CBR,COR3,10,3,Normal,0,0,17,NO,,,,
27/01/2025CBR-VIS2,27/01/2025,5,CBR,VIS2,30,2,Normal,1,"2,865,000.00",38,SI,,,,
27/01/2025ALS-IB-3N,27/01/2025,5,ALS,IB-3N,25,1,Normal,1,"3,530,000.00",14,SI,,,,
27/01/2025ALS-IB-6,27/01/2025,5,ALS,IB-6,30,9,Normal,3,"3,010,000.00",60,SI,,,,
27/01/2025MTA-ATT2,27/01/2025,5,MTA,ATT2,57,2,Normal,1,"3,735,000.00",51,SI,,,,
27/01/2025NOV-AMA,27/01/2025,5,NOV,AMA,6,0,Normal,0,0,3,NO,,,,
27/01/2025NOV-AMD,27/01/2025,5,NOV,AMD,6,0,Normal,0,0,1,NO,,,,
27/01/2025RAL-L-TS3,27/01/2025,5,RAL,L-TS3,0,0,Normal,0,0,0,NO,,,,
27/01/2025RAL-L-VAL,27/01/2025,5,RAL,L-VAL,0,0,Normal,0,0,0,NO,,,,
27/01/2025LFA-CU-8,27/01/2025,5,LFA,CU-8,33,8,Normal,4,"1,175,000.00",16,SI,,,,
27/01/2025LFA-K7,27/01/2025,5,LFA,K7,3,1,Normal,0,0,2,NO,,,,
27/01/2025LFA-MS8,27/01/2025,5,LFA,MS8,0,2,Normal,0,0,0,NO,,,,
27/01/2025LFA-K3-7,27/01/2025,5,LFA,K3-7,30,4,Normal,3,"1,277,000.00",2,SI,,,,
27/01/2025SPA-K3-7,27/01/2025,5,SPA,K3-7,50,11,Normal,7,"1,325,000.00",39,SI,,,,
27/01/2025SPA-K7,27/01/2025,5,SPA,K7,50,1,Normal,0,0,29,NO,,,,
27/01/2025SPA-CU-8,27/01/2025,5,SPA,CU-8,0,0,Normal,0,0,0,NO,,,,
27/01/2025SPA-PRO2,27/01/2025,5,SPA,PRO2,11,1,Normal,0,0,11,NO,,,,
27/01/2025STA-AL8,27/01/2025,5,STA,AL8,0,0,Normal,0,0,35,NO,,,,
27/01/2025STA-LI3,27/01/2025,5,STA,LI3,13,0,Normal,0,0,63,NO,,,,
27/01/2025STA-MS-7,27/01/2025,5,STA,MS-7,0,0,Normal,0,0,0,NO,,,,
